GC-code;Cache name;Type;Size;Difficulty;Terrain;Latitude;Longitude;Elevation (m);Last publish date;Region;County;Archived;Locked;Disabled;Premium;Finds;FP;FP%;FPW;Placed by;Owner;Found
GC1085B;Mexiko AD - Winter bonus;Traditional Cache;Small;1.5;2.0;N 48° 44.046;E 021° 03.891;520;2007-01-07;Košický kraj;Košice - okolie;0;0;0;0;160;1;1.6949;0.299816;bikerkiri;bikerkiri;
GC1098W;Jankovec;Traditional Cache;Regular;2.0;3.0;N 49° 09.609;E 020° 39.346;1169;2007-01-13;Prešovský kraj;Stará Ľubovňa;0;0;0;0;76;1;3.4483;0.611306;Igi;Igi;
GC10B1J;Sklenar;Traditional Cache;Small;2.0;3.0;N 49° 05.705;E 020° 33.622;1069;2007-01-13;Prešovský kraj;Kežmarok;0;0;0;0;112;2;7.1429;1.981165;polo76;polo76;
GC10HT7;WESTERN CITY;Unknown Cache;Small;3.0;2.0;N 48° 44.105;E 021° 09.491;334;2007-01-24;Košický kraj;Košice - okolie;0;0;0;0;197;5;6.7568;2.920366;foxymaxi;foxymaxi;
GC10JNE;Brekov;Traditional Cache;Regular;2.0;2.0;N 48° 54.134;E 021° 49.912;275;2007-01-26;Prešovský kraj;Humenné;0;0;0;0;582;9;4.4554;2.361434;kamildu;kamildu;
GC10K9R;Chata Sova;Multi-cache;Regular;1.5;2.5;N 48° 58.615;E 021° 22.061;865;2007-01-28;Prešovský kraj;Prešov;0;0;0;0;134;1;2.2727;0.402315;tummy;tummy;
GC10KAK;Velka Straz;Traditional Cache;Regular;2.0;3.0;N 49° 03.860;E 021° 15.498;690;2007-01-28;Prešovský kraj;Prešov;0;0;0;0;120;2;4.0816;1.12654;tummy;tummy;
GC10KY5;Kojsovka alive;Multi-cache;Small;1.5;2.0;N 48° 45.805;E 020° 59.381;724;2007-01-28;Košický kraj;Košice - okolie;0;0;0;0;101;0;0.0;0.0;bikerkiri;bikerkiri;1.0
GC10M2H;Ski Sedlo;Traditional Cache;Small;5.0;5.0;N 49° 11.278;E 020° 13.040;2157;2007-02-15;Prešovský kraj;Poprad;0;0;0;0;406;170;69.3878;63.354206;qwerty-sk;qwerty-sk;
GC10T6N;I tak še dá;Multi-cache;Micro;3.0;1.5;N 48° 41.870;E 021° 13.183;242;2007-02-06;Košický kraj;Košice II;0;0;0;0;202;15;13.6364;8.441082;dusan99;dusan99;1.0
GC10X17;Skaly v Mexiku;Traditional Cache;Small;1.5;2.5;N 48° 43.569;E 021° 05.080;471;2007-02-11;Košický kraj;Košice - okolie;0;0;0;0;186;2;2.9851;0.822452;bikerkiri;bikerkiri;
GC110NT;Grajnar;Traditional Cache;Regular;1.5;2.0;N 48° 51.614;E 020° 30.585;1071;2007-02-18;Košický kraj;Spišská Nová Ves;0;0;0;0;377;5;4.065;1.74861;Viking.SK;Viking.SK;
GC112VF;Kuty;Traditional Cache;Regular;1.5;2.0;N 49° 03.340;E 020° 37.205;887;2007-02-22;Prešovský kraj;Levoča;0;0;0;0;165;4;7.5472;2.973907;Viking.SK;Viking.SK;
GC1140H;Priepast Pukavica;Traditional Cache;Small;1.5;2.0;N 48° 57.497;E 021° 06.694;378;2007-02-25;Prešovský kraj;Prešov;0;0;0;0;106;0;0.0;0.0;bikerkiri;bikerkiri;
GC11416;Tri studnicky;Traditional Cache;Small;1.5;2.0;N 48° 58.122;E 021° 06.221;399;2007-02-25;Prešovský kraj;Prešov;0;0;0;0;130;1;2.6316;0.466047;bikerkiri;bikerkiri;
GC1141R;Prielom Sebastovky;Traditional Cache;Small;2.0;2.5;N 49° 00.211;E 021° 22.974;613;2007-02-26;Prešovský kraj;Prešov;0;0;0;0;110;2;6.0606;1.678053;bikerkiri;bikerkiri;
GC115G4;Nora;Traditional Cache;Small;1.5;3.0;N 48° 59.892;E 021° 12.819;332;2007-02-26;Prešovský kraj;Prešov;0;0;0;0;252;0;0.0;0.0;servo2;servo2;
GC117V3;Perej;Traditional Cache;Small;2.0;2.5;N 48° 50.261;E 021° 12.948;255;2007-03-04;Košický kraj;Košice - okolie;0;0;0;0;161;0;0.0;0.0;robo a spol;robo a spol;
GC118HP;Skalny hrib;Traditional Cache;Small;1.5;2.5;N 48° 54.975;E 020° 38.945;472;2007-03-09;Košický kraj;Spišská Nová Ves;0;0;0;0;180;7;11.8644;5.867508;kamildu;kamildu;
GC11B1P;Li-2;Traditional Cache;Regular;2.0;3.5;N 49° 06.979;E 020° 36.743;1119;2007-03-09;Prešovský kraj;Levoča;0;0;0;0;116;10;23.8095;13.480821;Viking.SK;Viking.SK;
GC11DJ3;Hrabkovske zlepence;Traditional Cache;Regular;1.5;2.0;N 48° 57.289;E 021° 01.014;526;2007-03-12;Prešovský kraj;Prešov;0;0;0;0;131;0;0.0;0.0;tummy & Mony;tummy;
GC11DJZ;Podmorsky zosuv;Traditional Cache;Small;1.5;2.0;N 48° 57.471;E 020° 57.265;458;2007-03-13;Prešovský kraj;Prešov;0;0;0;0;104;1;2.5641;0.454059;tummy & Mony;tummy;
GC11E4R;Kamenolom;Traditional Cache;Small;1.5;2.0;N 48° 37.427;E 021° 22.923;202;2007-03-13;Košický kraj;Košice - okolie;0;0;0;0;126;0;0.0;0.0;bikerkiri;bikerkiri;
GC11GFX;Bachuren;Traditional Cache;Regular;2.0;3.0;N 49° 05.450;E 020° 55.365;1072;2007-03-17;Prešovský kraj;Sabinov;0;0;0;0;131;12;21.4286;12.70578;kamildu;kamildu;
GC11VCH;Mincol;Traditional Cache;Regular;1.5;3.0;N 49° 14.049;E 020° 59.322;1145;2007-04-01;Prešovský kraj;Stará Ľubovňa;0;0;0;0;308;31;24.031;17.477326;kamildu;kamildu;
GC11X6M;Loreley;Traditional Cache;Small;2.0;3.0;N 48° 45.842;E 021° 03.031;1015;2007-04-05;Košický kraj;Košice - okolie;0;0;0;0;200;8;11.4286;5.906058;polo76;polo76;
GC11YVW;Ruins of thousand years - Sans Souci;Multi-cache;Small;2.0;3.0;N 48° 58.628;E 020° 32.695;567;2007-04-11;Košický kraj;Spišská Nová Ves;0;0;0;0;119;6;13.6364;6.402867;Geo-Max, Maroš and Andrej (vietor adopted);vietor;
GC11ZQK;Pracujuca voda;Unknown Cache;Small;4.0;3.0;N 49° 13.816;E 020° 19.078;759;2007-04-10;Prešovský kraj;Poprad;0;0;0;0;613;55;21.2598;16.675615;durec;durec;
GC120QV;Only for clever # 7 -  kostol;Unknown Cache;Regular;2.5;2.0;N 48° 44.023;E 021° 27.625;248;2007-04-09;Košický kraj;Košice - okolie;0;0;0;0;144;1;1.4085;0.249054;dusan99;dusan99;
GC12103;Memento;Unknown Cache;Micro;4.0;1.5;N 48° 53.446;E 021° 00.664;335;2007-04-11;Košický kraj;Gelnica;0;0;0;0;190;3;3.4091;1.166079;ericsko;ericsko;
GC121T8;Dukliansky priesmyk;Multi-cache;Small;3.0;1.5;N 49° 24.784;E 021° 41.995;465;2007-04-29;Prešovský kraj;Svidník;0;0;0;0;736;36;10.2273;7.47918;bikerkiri;bikerkiri;
GC121TF;Udolie smrti;Traditional Cache;Small;2.0;2.0;N 49° 21.664;E 021° 35.748;295;2007-04-29;Prešovský kraj;Svidník;0;0;0;0;770;11;4.1667;2.34225;bikerkiri;bikerkiri;
GC1257W;Svetlo na konci tunela;Unknown Cache;Regular;2.0;2.5;N 48° 46.000;E 021° 14.000;405;2007-04-17;Košický kraj;Košice I;0;0;0;0;144;4;5.9701;2.345897;*Martin*;hidden.sk;1.0
GC126WZ;Kyslikova draha/Oxygen path;Multi-cache;Regular;1.5;1.5;N 49° 19.997;E 021° 16.028;397;2007-04-19;Prešovský kraj;Bardejov;0;0;0;0;228;7;7.9545;3.906436;mattas;mattas;
GC127NZ;Bardejovské hradby/Bardejov city walls;Multi-cache;Micro;2.0;2.5;N 49° 17.500;E 021° 16.397;283;2007-04-19;Prešovský kraj;Bardejov;0;0;0;0;335;31;18.9024;13.648224;mattas;mattas;
GC12AZA;Rajtopiky;Traditional Cache;Small;2.0;3.5;N 48° 59.755;E 020° 51.869;1020;2007-04-21;Prešovský kraj;Levoča;0;0;0;0;164;8;14.2857;7.4207;Viking.SK;Viking.SK;
GC12C4N;Š...š - ŠARIŠ castle;Traditional Cache;Regular;2.0;2.0;N 49° 03.085;E 021° 10.594;563;2007-04-22;Prešovský kraj;Prešov;0;0;0;0;906;42;12.9231;9.704693;B T Team - adopt.;B T Team;1.0
GC12CVZ;Javorina (Jaworzyna Koniecznianska) 881m;Traditional Cache;Regular;2.0;3.5;N 49° 26.817;E 021° 15.958;881;2007-04-23;Prešovský kraj;Bardejov;0;0;0;0;114;1;2.6316;0.466047;Igi;Igi;
GC12GRR;Údolie obrov / Valley of Giants;Traditional Cache;Small;1.5;2.5;N 48° 58.062;E 021° 29.077;522;2007-04-29;Prešovský kraj;Vranov nad Topľou;0;0;0;0;134;11;26.1905;15.302485;mattas;mattas;
GC12J7E;Ciernohuzec;Traditional Cache;Regular;1.5;4.0;N 49° 09.820;E 020° 41.829;1171;2007-04-30;Prešovský kraj;Sabinov;0;0;0;0;85;25;51.0204;37.467332;Viking.SK;Viking.SK;
GC12VR4;Perlova dolina;Traditional Cache;Small;2.0;1.5;N 48° 49.022;E 020° 57.005;533;2007-05-12;Košický kraj;Gelnica;0;0;0;0;140;0;0.0;0.0;bikerkiri;bikerkiri;
GC12ZQP;Sahara;Unknown Cache;Small;2.0;1.5;N 48° 45.750;E 021° 15.800;283;2007-05-21;Košický kraj;Košice I;0;0;0;0;201;0;0.0;0.0;mattas;mattas;
GC134KW;Klastorisko;Traditional Cache;Small;2.0;3.5;N 48° 56.742;E 020° 25.606;814;2007-05-27;Košický kraj;Spišská Nová Ves;0;0;0;0;1647;45;9.1837;6.934333;igim;igim;
GC138HZ;PPPPP - Park OA;Traditional Cache;Micro;2.0;1.5;N 49° 03.081;E 020° 17.785;699;2007-05-30;Prešovský kraj;Poprad;0;0;0;0;1622;68;14.1667;11.330998;LaoC,adoptované od JanSMD;LaoC;
GC139AK;Zamcisko PP;Traditional Cache;Small;2.0;3.5;N 49° 00.701;E 020° 17.347;913;2007-05-30;Prešovský kraj;Poprad;0;0;0;0;314;11;10.4762;5.951026;igim;igim;
GC13BEZ;Vodopád;Unknown Cache;Regular;2.0;2.5;N 48° 47.000;E 021° 15.000;257;2007-06-04;Košický kraj;Košice - okolie;0;0;0;0;121;1;1.7544;0.310358;foxymaxi;foxymaxi;
GC144WV;Certova diera – Devil’s hole ;Traditional Cache;Regular;1.0;3.0;N 48° 37.454;E 020° 47.468;783;2007-07-06;Košický kraj;Rožňava;0;0;0;0;159;22;30.5556;21.126482;MC AFRiKA and Andibuki;mcafrika;
GC146C3;Hrad Lubovna;Traditional Cache;Small;2.0;1.5;N 49° 19.063;E 020° 42.085;640;2007-07-09;Prešovský kraj;Stará Ľubovňa;0;0;0;0;952;22;6.1111;4.069952;mattas;mattas;
GC147EP;Bardejov kalvaria;Multi-cache;Small;2.0;2.0;N 49° 17.598;E 021° 16.920;294;2007-07-09;Prešovský kraj;Bardejov;0;0;0;0;223;3;2.8571;0.976366;mattas;mattas;
GC14BFY;GC Airlines;Unknown Cache;Regular;4.0;1.5;N 48° 38.950;E 021° 14.190;224;2007-09-05;Košický kraj;Košice II;0;0;0;0;101;6;11.5385;5.396896;climberko;climberko;
GC14HQC;Humenec;Traditional Cache;Regular;1.5;3.5;N 48° 51.682;E 021° 10.399;571;2007-07-25;Košický kraj;Košice - okolie;0;0;0;0;83;13;29.5455;18.155361;kamildu;kamildu;
GC14J3T;Zeleznica v Stuzici;Multi-cache;Small;1.5;3.5;N 49° 04.420;E 022° 32.381;686;2007-07-25;Prešovský kraj;Snina;0;0;0;0;441;19;9.0909;5.897131;tummy;tummy;
GC14KPM;Alphaforce III - Castra Pretoria;Traditional Cache;Micro;2.0;3.0;N 49° 05.523;E 022° 30.793;1073;2007-07-27;Prešovský kraj;Snina;0;0;0;0;479;3;1.6304;0.556008;azazel7;azazel7;
GC14KRK;Zadielsky kamen;Traditional Cache;Small;2.0;3.5;N 48° 37.312;E 020° 50.208;592;2007-07-25;Košický kraj;Košice - okolie;0;0;0;0;722;60;22.8137;18.154915;polo76;polo76;1.0
GC14VY9;Polaska;Multi-cache;Regular;3.0;3.5;N 48° 48.819;E 021° 09.873;723;2007-08-03;Košický kraj;Košice I;0;0;0;0;118;5;9.6154;4.177374;Dcharlie;Dcharlie;
GC14VYP;Arturova skala;Traditional Cache;Regular;1.5;4.0;N 48° 49.210;E 021° 09.871;819;2007-08-03;Košický kraj;Košice - okolie;0;0;0;0;165;7;11.1111;5.487479;Dcharlie;Dcharlie;
GC14Z5A;Rozlomity;Traditional Cache;Small;3.0;4.5;N 48° 51.071;E 021° 08.552;715;2007-08-07;Košický kraj;Košice - okolie;0;0;0;0;123;22;38.5965;27.062537;polo76;polo76;
GC14ZE2;Kralova studna (King's Well);Traditional Cache;Regular;1.5;3.0;N 48° 48.615;E 021° 10.735;671;2007-08-07;Košický kraj;Košice - okolie;0;0;0;0;229;1;1.4493;0.256286;Latzi;Latzi;1.0
GC1518K;Kansas city border;Traditional Cache;Other;2.0;3.0;N 49° 02.655;E 021° 12.680;278;2007-08-10;Prešovský kraj;Prešov;0;0;0;0;367;4;2.963;1.158127;servo2;servo2;
GC151HR;Dedinka v udoli;Multi-cache;Small;2.0;2.0;N 49° 03.405;E 021° 13.971;299;2007-08-10;Prešovský kraj;Prešov;0;0;0;0;132;0;0.0;0.0;tummy;tummy;
GC153G1;Spa Cemjata;Multi-cache;Small;2.0;2.0;N 48° 58.970;E 021° 10.476;363;2007-08-12;Prešovský kraj;Prešov;0;0;0;0;206;1;1.3158;0.232642;tummy, miro45po;MIRO45PO;
GC1558M;Male Morske oko;Traditional Cache;Regular;2.0;2.0;N 48° 54.740;E 022° 10.960;756;2007-08-15;Košický kraj;Sobrance;0;0;0;0;381;6;4.4444;2.052583;mattas&Dcharlie;mattas;
GC155AR;Pod Vysokym vrchom;Traditional Cache;Small;1.5;2.0;N 48° 49.311;E 021° 09.046;757;2007-08-14;Košický kraj;Košice I;0;0;0;0;160;1;1.6393;0.289966;bikerkiri;bikerkiri;
GC1593X;Kaplnka Marie Magdaleny;Traditional Cache;Small;2.0;2.5;N 48° 55.794;E 020° 54.111;388;2007-08-19;Košický kraj;Gelnica;0;0;0;0;154;1;2.1739;0.384776;*Martin*, msumak;msumak;
GC15B2M;Mokra kaplnka - Wet chapel;Multi-cache;Small;2.0;2.0;N 48° 43.312;E 020° 45.680;783;2007-08-22;Košický kraj;Gelnica;0;0;0;0;157;2;2.9851;0.822452;Dcharlie;Dcharlie;
GC15DAV;Bralo / Cliff;Traditional Cache;Regular;2.0;3.5;N 48° 49.352;E 021° 14.086;320;2007-08-25;Košický kraj;Košice - okolie;0;0;0;0;131;7;13.7255;6.811015;*Martin*;*Martin*;
GC1623J;Baranarsky vyhlad/Baranars view;Unknown Cache;Regular;3.0;2.0;N 48° 46.000;E 021° 15.000;316;2007-09-20;Košický kraj;Košice I;0;0;0;0;158;0;0.0;0.0;Dcharlie;Dcharlie;
GC165MA;lahke obranne pevnosti (1.);Traditional Cache;Regular;2.0;2.0;N 48° 35.485;E 021° 28.195;520;2007-09-26;Košický kraj;Košice - okolie;0;0;0;0;251;1;1.1628;0.205552;lorenzlubos;lorenzlubos;
GC16KXX;Ochtinská aragonitová jaskyňa;Traditional Cache;Small;1.5;2.0;N 48° 39.851;E 020° 18.444;670;2007-10-16;Košický kraj;Rožňava;0;0;0;0;886;6;1.7045;0.78348;mikusp24;mikusp24;
GC16QHQ;Schwalba Stan;Traditional Cache;Regular;2.0;3.5;N 48° 44.765;E 020° 48.596;1043;2007-10-19;Košický kraj;Gelnica;0;0;0;0;69;0;0.0;0.0;Dcharlie;Dcharlie;
GC16R0E;Raba Stan;Multi-cache;Regular;1.5;3.5;N 48° 45.895;E 020° 49.970;857;2007-10-19;Košický kraj;Gelnica;0;0;0;0;54;2;7.6923;2.135464;Dcharlie;Dcharlie;
GC16WXA;Alphaforce IV - Mens sana in corpore sano;Traditional Cache;Small;1.0;3.0;N 48° 55.067;E 022° 11.885;622;2007-10-24;Košický kraj;Sobrance;0;0;0;0;766;9;3.3582;1.776621;azazel7;azazel7;
GC170Q2;Malý Šivec;Traditional Cache;Regular;2.0;3.5;N 48° 50.947;E 021° 04.607;561;2007-10-28;Košický kraj;Košice - okolie;0;0;0;0;243;20;21.0526;14.06208;kopro666;kopro666;
GC1727X;Raisz Tomb;Traditional Cache;Small;1.0;1.5;N 48° 34.685;E 020° 38.244;225;2007-10-31;Košický kraj;Rožňava;0;0;0;0;214;0;0.0;0.0;Janus101;Janus101;
GC17282;Hussites Church Ruins and Chapel of Saint Anne;Multi-cache;Small;2.0;2.0;N 48° 35.735;E 020° 36.829;325;2007-11-01;Košický kraj;Rožňava;0;0;0;0;83;5;11.6279;5.070353;Janus101;Janus101;
GC172GH;Geopark High Tatras;Earthcache;Not chosen;1.5;2.0;N 49° 14.928;E 020° 09.484;1091;2007-10-31;Prešovský kraj;Poprad;0;0;1;0;304;16;12.8;8.034634;unixteam;unixteam;
GC172HJ;Ruzinsky vyhlad;Traditional Cache;Small;1.5;2.0;N 48° 51.491;E 021° 04.446;456;2007-10-30;Košický kraj;Košice - okolie;0;0;0;0;134;4;7.0175;2.762597;bikerkiri;bikerkiri;
GC172HM;Skalne utvary Slanskych vrchov – Moai;Traditional Cache;Small;2.5;4.0;N 48° 58.850;E 021° 25.565;906;2007-10-30;Prešovský kraj;Vranov nad Topľou;0;0;0;0;95;9;23.0769;12.645662;polo76;polo76;
GC172J6;Skalne utvary Slanskych vrchov – Lizany kamen;Traditional Cache;Small;2.5;3.5;N 48° 59.095;E 021° 25.868;817;2007-10-30;Prešovský kraj;Vranov nad Topľou;0;0;0;0;65;5;17.2414;7.597745;polo76;polo76;
GC178RW;Skalne utvary Slanskych vrchov – mohyla na Obliku;Traditional Cache;Small;2.5;4.0;N 48° 58.524;E 021° 28.320;866;2007-11-08;Prešovský kraj;Vranov nad Topľou;0;0;0;0;58;2;10.0;2.786589;polo76;polo76;
GC17B3B;Jarabinská tiesnava/The Glen of Jarabina;Traditional Cache;Small;1.5;3.0;N 49° 20.880;E 020° 38.875;657;2007-11-11;Prešovský kraj;Stará Ľubovňa;0;0;0;0;230;10;14.7059;8.18873;mattas;mattas;
GC17CYV;Rybniky;Multi-cache;Small;1.0;2.5;N 48° 59.080;E 021° 51.507;181;2007-11-15;Prešovský kraj;Humenné;0;0;0;0;59;0;0.0;0.0;BobaBobek;BobaBobek;
GC17X1D;Alphaforce VI -Attingere caelum diagito;Traditional Cache;Small;1.0;4.0;N 49° 10.629;E 020° 09.999;1975;2007-12-12;Prešovský kraj;Poprad;0;0;0;0;1296;46;10.4545;7.929786;azazel7;azazel7;
GC18066;Skalne utvary Slanskych vrchov – Mala Zobrana;Traditional Cache;Small;2.0;3.0;N 48° 53.864;E 021° 20.700;463;2007-12-17;Prešovský kraj;Prešov;0;0;0;0;90;6;16.2162;7.651103;polo76;polo76;1.0
GC184MH;Starina reservoir;Traditional Cache;Regular;2.0;2.0;N 49° 02.507;E 022° 15.737;407;2007-12-26;Prešovský kraj;Snina;0;0;0;1;459;15;8.2418;5.058006;bolda;bolda;
GC188Y4;Pan Dub/Mr. Oak;Traditional Cache;Micro;1.5;1.5;N 49° 14.730;E 021° 26.253;222;2008-01-03;Prešovský kraj;Bardejov;0;0;0;0;157;1;1.6393;0.289966;mattas;mattas;
GC18DTD;Smaragdova sifra;Unknown Cache;Regular;4.0;4.5;N 48° 48.917;E 021° 11.182;674;2008-01-10;Košický kraj;Košice - okolie;0;0;0;0;56;13;43.3333;27.377237;badtramp;badtramp;
GC18MCW;Cervena skala;Traditional Cache;Small;1.5;4.0;N 48° 54.350;E 021° 55.448;422;2008-01-29;Prešovský kraj;Humenné;0;0;0;0;150;5;11.3636;4.952708;BobaBobek;BobaBobek;
GC18TQK;Dobrý vojak Švejk;Multi-cache;Small;1.5;2.0;N 48° 55.805;E 021° 54.005;152;2008-01-22;Prešovský kraj;Humenné;0;0;0;1;539;7;3.0837;1.501598;bolda;bolda;
GC18X48;Krivoštianka;Traditional Cache;Regular;1.5;3.0;N 48° 53.552;E 021° 52.099;548;2008-01-26;Prešovský kraj;Humenné;0;0;0;0;102;11;34.375;20.410233;bolda;bolda;
GC18Z79;Dupna jaskyna;Traditional Cache;Small;1.5;4.0;N 48° 54.050;E 021° 55.126;353;2008-01-29;Prešovský kraj;Humenné;0;0;0;0;144;3;6.9767;2.401115;BobaBobek;BobaBobek;
GC1993C;Starina view - Gazdoran;Traditional Cache;Regular;2.0;3.0;N 49° 02.989;E 022° 15.888;485;2008-02-10;Prešovský kraj;Snina;0;0;0;1;149;33;47.7612;36.250189;bolda;bolda;
GC19EVE;Chvalabohu;Traditional Cache;Regular;1.5;2.0;N 48° 53.801;E 020° 14.936;1058;2008-02-21;Prešovský kraj;Poprad;0;0;0;0;687;2;0.8097;0.22233;radiotel;radiotel;
GC19R1D;Lomnicky stit;Earthcache;Not chosen;3.0;4.0;N 49° 11.298;E 020° 14.000;1753;2008-03-06;Prešovský kraj;Poprad;0;0;0;0;1380;116;15.5288;13.108526;johnyzcz;johnyzcz;
GC1A7FC;Pod Stoldami;Traditional Cache;Regular;2.5;2.5;N 48° 52.418;E 021° 05.330;355;2008-03-17;Košický kraj;Košice - okolie;0;0;0;0;177;10;13.8889;7.722648;badtramp;badtramp;
GC1AAZ2;Certova studna;Traditional Cache;Regular;2.0;5.0;N 48° 44.786;E 021° 11.791;498;2008-06-01;Košický kraj;Košice I;0;0;0;0;163;24;35.8209;25.397888;Dcharlie;Dcharlie;
GC1AN6C;Pramen;Traditional Cache;Regular;1.5;2.5;N 49° 01.494;E 020° 09.191;936;2008-04-02;Prešovský kraj;Poprad;0;0;0;0;285;1;0.9091;0.160653;Jan__;Jan__;
GC1AN8Z;Chlmecká skalka;Traditional Cache;Regular;1.5;3.0;N 48° 52.263;E 021° 56.368;444;2008-03-31;Košický kraj;Michalovce;0;0;0;1;82;7;28.0;14.283674;bolda;bolda;
GC1B526;Pramene Bankova - Rakoczyho pramen;Unknown Cache;Small;2.5;3.0;N 48° 45.600;E 021° 08.700;509;2008-04-14;Košický kraj;Košice I;0;0;0;0;158;1;1.7241;0.304996;masulko;masulko;
GC1B533;Pramene Bankova - Pramen pod Kamennym hrbom;Traditional Cache;Small;2.5;3.0;N 48° 45.159;E 021° 11.028;510;2008-04-14;Košický kraj;Košice I;0;0;0;0;288;0;0.0;0.0;masulko;masulko;1.0
GC1B6A0;Smrekovica;Traditional Cache;Regular;2.0;4.0;N 49° 02.775;E 020° 52.275;1192;2008-04-14;Prešovský kraj;Levoča;0;0;0;0;239;20;19.0476;12.682404;kamildu;kamildu;
GC1B6J6;Vitaz - Slana voda;Multi-cache;Small;2.0;3.0;N 48° 58.168;E 020° 56.059;497;2008-04-14;Prešovský kraj;Prešov;0;0;0;0;95;1;2.6316;0.466047;*Martin*;*Martin*;
GC1B9T4;DALNY BRIH;Multi-cache;Small;2.0;2.5;N 49° 10.410;E 021° 15.852;366;2008-04-20;Prešovský kraj;Bardejov;0;0;0;0;63;1;4.0;0.709605;Tomáš alias šupo_sk;supo_sk;
GC1BCD1;Astronomical Observatory Kolonica;Traditional Cache;Regular;1.5;1.5;N 48° 56.058;E 022° 16.310;457;2008-04-20;Prešovský kraj;Snina;0;0;0;0;291;6;5.7692;2.670618;bolda;bolda;
GC1BCDP;Sninské rybníky;Traditional Cache;Small;2.0;1.5;N 48° 58.484;E 022° 11.480;272;2008-04-20;Prešovský kraj;Snina;0;0;0;1;466;3;2.2222;0.758578;bolda;bolda;
GC1BDZ6;Tiesnava Parkan;Traditional Cache;Large;2.5;3.5;N 49° 04.695;E 020° 57.740;880;2008-04-23;Prešovský kraj;Sabinov;0;0;0;0;110;13;24.0741;14.644155;kamildu;kamildu;
GC1BG5B;Legenda o Mlynarovej dcere;Multi-cache;Micro;1.5;1.5;N 48° 43.542;E 021° 15.577;211;2008-06-07;Košický kraj;Košice I;0;0;0;0;689;7;2.6316;1.280447;cenki , thailon;cenki;1.0
GC1BJZ6;Gombasecká jaskyna - Gombasecká Cave;Earthcache;Not chosen;1.5;1.5;N 48° 33.767;E 020° 28.033;254;2008-04-25;Košický kraj;Rožňava;0;0;0;0;483;24;9.375;6.38094;Dujdu;Dujdu;
GC1BN2X;Bodon;Traditional Cache;Regular;1.5;3.0;N 48° 56.191;E 021° 24.020;845;2008-04-28;Prešovský kraj;Prešov;0;0;0;0;138;13;26.0;15.87138;mattas;mattas;
GC1BPQQ;Herliansky gejzír - Herlany geyser;Earthcache;Not chosen;1.0;1.0;N 48° 48.120;E 021° 28.460;379;2008-04-28;Košický kraj;Košice - okolie;0;0;0;0;451;27;11.5385;8.052092;Dujdu;Dujdu;1.0
GC1BQH3;Ochtinská aragonitová jaskyna - Ochtinská Aragonit;Earthcache;Not chosen;1.5;1.5;N 48° 39.574;E 020° 18.485;758;2008-04-29;Košický kraj;Rožňava;0;0;0;0;484;35;13.0597;9.542189;Dujdu;Dujdu;
GC1BQNK;Jaskyna Domica - Domica cave;Earthcache;Not chosen;1.5;1.5;N 48° 28.717;E 020° 28.367;393;2008-04-29;Košický kraj;Rožňava;0;0;0;0;550;27;10.0;6.963841;Dujdu;Dujdu;
GC1BRE0;Jasovská jaskyna - Jasovská Cave;Earthcache;Not chosen;1.5;1.5;N 48° 40.622;E 020° 58.608;287;2008-04-30;Košický kraj;Košice - okolie;0;0;0;0;387;12;5.8537;3.379868;Dujdu;Dujdu;
GC1BRE9;Dobšinská ladová jaskyna - Dobšinská Ice Cave;Earthcache;Not chosen;1.5;2.5;N 48° 52.061;E 020° 18.884;1131;2008-04-30;Košický kraj;Rožňava;0;0;0;0;892;49;11.3426;8.68671;Dujdu;Dujdu;
GC1BTK1;Mas chut na nieco chladene?;Traditional Cache;Regular;1.5;2.0;N 49° 26.763;E 021° 19.821;546;2008-05-01;Prešovský kraj;Bardejov;0;0;0;0;74;2;8.0;2.221993;Igi;Igi;
GC1BZ6M;Krásnohorská jaskyna - Krásnohorská Cave;Earthcache;Not chosen;1.5;1.5;N 48° 37.075;E 020° 35.264;336;2008-05-08;Košický kraj;Rožňava;0;0;0;0;347;17;9.2896;5.880898;Dujdu;Dujdu;
GC1CD8X;Rumia Zamutov 365s;Traditional Cache;Regular;2.0;3.0;N 48° 55.616;E 021° 30.753;712;2008-05-19;Prešovský kraj;Vranov nad Topľou;0;0;0;0;111;2;6.6667;1.847664;-RudyK-;-RudyK-;
GC1D99X;CS Legie - 30.pluk-Zelezny vrch;Traditional Cache;Regular;1.5;3.0;N 48° 46.956;E 021° 05.696;823;2008-06-16;Košický kraj;Košice - okolie;0;0;0;0;94;6;15.7895;7.443762;Dcharlie;Dcharlie;
GC1D9Q3;Pramene Bankova - Pramen pod Ciernou horou;Traditional Cache;Small;2.0;2.5;N 48° 44.850;E 021° 11.579;468;2008-06-20;Košický kraj;Košice I;0;0;0;0;360;1;0.9709;0.171585;masulko;masulko;1.0
GC1DF0M;Medova baba;Traditional Cache;Regular;1.5;3.0;N 49° 04.779;E 022° 27.601;587;2008-06-23;Prešovský kraj;Snina;0;0;0;1;137;3;4.2553;1.174803;bolda;bolda;
GC1DGCY;Rumia Schranka 9 a 3/4;Unknown Cache;Regular;1.0;1.5;N 48° 41.976;E 021° 54.702;107;2008-06-25;Košický kraj;Michalovce;0;0;0;0;112;4;12.1212;4.816083;-RudyK-;-RudyK-;
